Relative:208,pelco_blank_1,Relative:208,pelco_blank_1,Relative:208,gt_s,Relative:208,gt_s,Relative:208,gt_s,Relative:208,pelco_blank_2,Relative:208,pelco_blank_2,Relative:208,gt,Relative:208,gt,Relative:208,gt,Relative:208,g_s,Relative:208,g_s,Relative:208,g_s,Relative:208,r_s,Relative:208,r_s,Relative:208,r_s,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,r,Relative:208,r,Relative:208,r,Relative:208,r
599.132,48.13,599.132,42.39,599.132,25.83,599.132,25.68,599.132,16.12,599.132,44.93,599.132,13.95,599.132,9.48,599.132,11.52,599.132,13.61,599.132,23.25,599.132,30.16,599.132,22.33,599.132,16.53,599.132,27.73,599.132,21.54,599.132,12.65,599.132,10.86,599.132,16.92,599.132,15.21,599.132,6.56,599.132,2.25,599.132,3.4,599.132,1.34
599.468,45.77,599.468,44.77,599.468,25.44,599.468,23.35,599.468,13.34,599.468,46.91,599.468,12.68,599.468,7.47,599.468,11.24,599.468,9.3,599.468,21.71,599.468,28.57,599.468,22.09,599.468,14.66,599.468,26.74,599.468,21.12,599.468,11.26,599.468,10.58,599.468,16.73,599.468,11.21,599.468,5.28,599.468,0.3,599.468,1.17,599.468,0.03
599.805,44.65,599.805,41.39,599.805,24.92,599.805,24.15,599.805,14.96,599.805,41.31,599.805,10.66,599.805,10.06,599.805,10.45,599.805,12.03,599.805,19.9,599.805,30.24,599.805,21.03,599.805,15.23,599.805,24.74,599.805,20.9,599.805,11.22,599.805,10.69,599.805,16.94,599.805,11.62,599.805,3.44,599.805,1.17,599.805,0.76,599.805,0.09
600.141,45.82,600.141,38.66,600.141,24.12,600.141,19.49,600.141,14.5,600.141,45.88,600.141,11.37,600.141,11.34,600.141,11.23,600.141,11.23,600.141,22.65,600.141,29.35,600.141,23.95,600.141,15.18,600.141,26.73,600.141,19.91,600.141,11.24,600.141,12.77,600.141,13.16,600.141,13.54,600.141,4.91,600.141,1.86,600.141,3.32,600.141,2.37
600.477,45.8,600.477,42.16,600.477,25.35,600.477,22.7,600.477,16.88,600.477,46.71,600.477,9.75,600.477,8.37,600.477,11.27,600.477,15.06,600.477,21.85,600.477,30.89,600.477,21.91,600.477,14.86,600.477,28.7,600.477,21.9,600.477,14.43,600.477,13.57,600.477,14.98,600.477,14.13,600.477,5.43,600.477,1.58,600.477,3.98,600.477,3.37
600.813,48.91,600.813,45.21,600.813,23.87,600.813,20.88,600.813,12.59,600.813,42.82,600.813,9.73,600.813,9.76,600.813,11.01,600.813,9.9,600.813,20.61,600.813,27.86,600.813,19.18,600.813,12.18,600.813,25.55,600.813,17.75,600.813,11.83,600.813,9.95,600.813,11.87,600.813,12.47,600.813,4.99,600.813,0.28,600.813,2.48,600.813,-0.53
601.149,43.26,601.149,42.2,601.149,24.73,601.149,24.39,601.149,15.68,601.149,43.21,601.149,9.95,601.149,8.38,601.149,10.13,601.149,10.06,601.149,19.49,601.149,29.18,601.149,21.86,601.149,12.75,601.149,24.16,601.149,21.53,601.149,10.33,601.149,9.66,601.149,13.52,601.149,12.86,601.149,4.92,601.149,1.77,601.149,3.41,601.149,0.74
601.486,44.82,601.486,38.03,601.486,25.24,601.486,21.53,601.486,13.12,601.486,42.96,601.486,12.86,601.486,10.14,601.486,10.85,601.486,11.1,601.486,22.7,601.486,27.32,601.486,20.76,601.486,15.27,601.486,25.06,601.486,20.5,601.486,12.92,601.486,11.58,601.486,14.71,601.486,11.88,601.486,6.09,601.486,2.66,601.486,1.63,601.486,1.59
601.822,44.73,601.822,41.32,601.822,21.42,601.822,23.45,601.822,13.55,601.822,41.95,601.822,9.97,601.822,7.5,601.822,6.98,601.822,9.69,601.822,21.11,601.822,24.94,601.822,19.25,601.822,11.27,601.822,25.19,601.822,15.42,601.822,10.44,601.822,5.91,601.822,13.25,601.822,9.93,601.822,2.09,601.822,-0.82,601.822,0.47,601.822,-2.54
602.158,41.68,602.158,39.43,602.158,25.75,602.158,21.48,602.158,12.15,602.158,48.15,602.158,8.95,602.158,8.19,602.158,11.85,602.158,9.53,602.158,21.86,602.158,26.03,602.158,19.4,602.158,13.63,602.158,26.49,602.158,20.25,602.158,10.34,602.158,9.19,602.158,16.29,602.158,12.36,602.158,2.69,602.158,0.24,602.158,1.13,602.158,-0.96
602.494,43.34,602.494,42.61,602.494,25.85,602.494,26.48,602.494,17.05,602.494,47.18,602.494,14.01,602.494,11.67,602.494,11.1,602.494,9.95,602.494,24.59,602.494,29.8,602.494,23.17,602.494,16.62,602.494,27.4,602.494,20.21,602.494,12.85,602.494,11.67,602.494,17.97,602.494,12.3,602.494,7.24,602.494,4.73,602.494,4.12,602.494,2.41
602.83,45.73,602.83,42.24,602.83,26.83,602.83,22.41,602.83,13.26,602.83,45.04,602.83,9.24,602.83,8.62,602.83,10.45,602.83,10.64,602.83,21.04,602.83,29.82,602.83,20.38,602.83,16.06,602.83,27.35,602.83,22.77,602.83,11.37,602.83,10.63,602.83,12.96,602.83,13.72,602.83,3.4,602.83,1.2,602.83,2.07,602.83,0.55
603.165,48.15,603.165,41.14,603.165,24.89,603.165,21.61,603.165,14.46,603.165,43.87,603.165,11.77,603.165,7.13,603.165,10.47,603.165,10.98,603.165,20.82,603.165,28.81,603.165,20.04,603.165,13.66,603.165,25.86,603.165,22.02,603.165,10.42,603.165,11.99,603.165,12.7,603.165,9.55,603.165,4.77,603.165,3.36,603.165,-0.83,603.165,2.14
603.501,46.83,603.501,40.77,603.501,23.8,603.501,22.5,603.501,14.37,603.501,45.14,603.501,8.01,603.501,8.81,603.501,11.01,603.501,11.52,603.501,22.93,603.501,28.24,603.501,19.84,603.501,12.73,603.501,25.15,603.501,19.84,603.501,9.55,603.501,10.1,603.501,13.56,603.501,11.37,603.501,5.36,603.501,-0.48,603.501,1.61,603.501,0.87
603.837,44.88,603.837,41.52,603.837,25.76,603.837,23.78,603.837,15,603.837,44.92,603.837,12.21,603.837,10.91,603.837,11.56,603.837,12.32,603.837,20.53,603.837,29.64,603.837,20.78,603.837,17.37,603.837,24.63,603.837,20.96,603.837,12.52,603.837,10.54,603.837,15.6,603.837,11.6,603.837,4.84,603.837,4.4,603.837,3.86,603.837,2.94
604.173,46.09,604.173,41.37,604.173,24.17,604.173,23.82,604.173,11.82,604.173,45.47,604.173,11.41,604.173,8.59,604.173,11.93,604.173,10.73,604.173,22.21,604.173,27.18,604.173,19.34,604.173,14.11,604.173,24.31,604.173,18.81,604.173,12.34,604.173,9.53,604.173,13.31,604.173,10.44,604.173,2.29,604.173,-0.83,604.173,-0.26,604.173,0.1
604.508,45.53,604.508,41.11,604.508,23.76,604.508,22.5,604.508,13.9,604.508,40.37,604.508,10.35,604.508,9.27,604.508,12.2,604.508,11.27,604.508,22.36,604.508,28.25,604.508,20.8,604.508,14.67,604.508,27.86,604.508,21.66,604.508,12.65,604.508,11.38,604.508,16.09,604.508,11.43,604.508,5.62,604.508,3.01,604.508,3.97,604.508,3.32
604.844,44.76,604.844,39.37,604.844,26.73,604.844,22.67,604.844,14.75,604.844,47.1,604.844,12.62,604.844,8.74,604.844,14.78,604.844,10.55,604.844,20.92,604.844,28.8,604.844,23.99,604.844,15.8,604.844,25.71,604.844,22.58,604.844,13.01,604.844,11.44,604.844,14.26,604.844,12.58,604.844,4.84,604.844,2.28,604.844,1.61,604.844,2.79
605.18,41.98,605.18,40.02,605.18,25.47,605.18,22.56,605.18,13.34,605.18,44.2,605.18,13.45,605.18,8.52,605.18,9.92,605.18,10.1,605.18,19.65,605.18,29.58,605.18,20.02,605.18,12.92,605.18,25.29,605.18,21.34,605.18,9.87,605.18,9.46,605.18,14.93,605.18,12.4,605.18,3.93,605.18,2.99,605.18,2.2,605.18,1.67
605.515,45.95,605.515,41.72,605.515,24.19,605.515,20.85,605.515,14.42,605.515,43.78,605.515,11.27,605.515,10.3,605.515,9.44,605.515,9.13,605.515,21.39,605.515,31.1,605.515,20.38,605.515,13.94,605.515,23.82,605.515,20.57,605.515,10.21,605.515,10.56,605.515,13.44,605.515,12.36,605.515,4.8,605.515,3.36,605.515,2.38,605.515,2.54
605.851,46.8,605.851,41.47,605.851,22.54,605.851,19.36,605.851,12.82,605.851,40.75,605.851,11.66,605.851,9.44,605.851,8.85,605.851,9.82,605.851,21.35,605.851,25.6,605.851,19.64,605.851,13.76,605.851,23.52,605.851,19.46,605.851,10.5,605.851,10.54,605.851,14.3,605.851,11.74,605.851,4.95,605.851,1.55,605.851,3.77,605.851,1.12
606.186,46.93,606.186,43.78,606.186,23.98,606.186,20.06,606.186,12.21,606.186,45.5,606.186,11.4,606.186,8.75,606.186,10.35,606.186,9.74,606.186,19.06,606.186,26.62,606.186,18.02,606.186,13.94,606.186,24.78,606.186,18.26,606.186,9.39,606.186,10.34,606.186,13.88,606.186,10.14,606.186,3.02,606.186,0.58,606.186,2.44,606.186,1.13
606.521,46.26,606.521,41.69,606.521,24.2,606.521,22.78,606.521,16.48,606.521,43.87,606.521,11.42,606.521,11.03,606.521,11.35,606.521,10.68,606.521,21.97,606.521,27.56,606.521,21.11,606.521,15.89,606.521,28.7,606.521,20.38,606.521,12.03,606.521,10.97,606.521,12.67,606.521,13.99,606.521,7.08,606.521,0.22,606.521,2.98,606.521,2.16
606.857,46.29,606.857,45.03,606.857,24.16,606.857,21.95,606.857,11.52,606.857,44.91,606.857,10.94,606.857,9.29,606.857,10.8,606.857,9.87,606.857,20.3,606.857,29.37,606.857,20.73,606.857,14.05,606.857,24.35,606.857,20.67,606.857,11.95,606.857,10.67,606.857,13.67,606.857,13.72,606.857,3.1,606.857,2.48,606.857,1,606.857,1.53
607.192,43.34,607.192,42.77,607.192,25.47,607.192,23,607.192,12.93,607.192,45.9,607.192,13.11,607.192,8.58,607.192,10.2,607.192,11.81,607.192,21.76,607.192,30.37,607.192,22.01,607.192,15.01,607.192,25.99,607.192,20.27,607.192,13.11,607.192,11.8,607.192,13.28,607.192,12.68,607.192,3.77,607.192,2.22,607.192,2.9,607.192,0.35
607.527,46.49,607.527,40.44,607.527,24.73,607.527,22.17,607.527,13.73,607.527,43.39,607.527,12.57,607.527,10.3,607.527,10.32,607.527,10.38,607.527,21.13,607.527,27.89,607.527,20.03,607.527,15.44,607.527,24.98,607.527,18.58,607.527,12.02,607.527,10.19,607.527,14.84,607.527,11.8,607.527,5.29,607.527,3.18,607.527,4.3,607.527,2.81
607.862,42.43,607.862,38.78,607.862,22.97,607.862,19.96,607.862,13.4,607.862,43.4,607.862,11.66,607.862,8.04,607.862,7.93,607.862,9.49,607.862,21.44,607.862,27.29,607.862,19.58,607.862,12.95,607.862,23.28,607.862,19.39,607.862,10.34,607.862,10.91,607.862,13.13,607.862,12.63,607.862,5.71,607.862,3.02,607.862,1.92,607.862,3.26
608.197,44.4,608.197,38.53,608.197,26.31,608.197,25.27,608.197,15.44,608.197,42.33,608.197,13.39,608.197,9.81,608.197,11.81,608.197,10.61,608.197,23.21,608.197,30.05,608.197,20.86,608.197,14.68,608.197,26.26,608.197,22.24,608.197,13.15,608.197,9.58,608.197,15.82,608.197,11.72,608.197,4.72,608.197,3.4,608.197,3.61,608.197,3.03
608.532,43.65,608.532,42.89,608.532,22.38,608.532,22.07,608.532,14.41,608.532,43.79,608.532,10.65,608.532,8.42,608.532,10.81,608.532,12.48,608.532,21.33,608.532,25.91,608.532,18.05,608.532,13.48,608.532,24.65,608.532,19.66,608.532,11.42,608.532,9.55,608.532,15.62,608.532,13.11,608.532,3.9,608.532,0.93,608.532,0.36,608.532,0.92
608.867,49.01,608.867,39.99,608.867,25.06,608.867,20.59,608.867,13.66,608.867,43.95,608.867,12.49,608.867,8.62,608.867,10.53,608.867,10.04,608.867,21.61,608.867,27.83,608.867,22.46,608.867,14.54,608.867,26.17,608.867,23.06,608.867,12.31,608.867,8.57,608.867,13.2,608.867,12.82,608.867,3.87,608.867,1.99,608.867,2.93,608.867,1.8
609.202,47.08,609.202,40.36,609.202,26.11,609.202,20.83,609.202,13.59,609.202,44.13,609.202,12.33,609.202,6.85,609.202,9.81,609.202,8.06,609.202,16.68,609.202,26.95,609.202,19.62,609.202,11.24,609.202,25.31,609.202,19.8,609.202,7.2,609.202,8.23,609.202,12.99,609.202,10.85,609.202,2.48,609.202,-0.15,609.202,1.94,609.202,-0.09
609.537,44.78,609.537,41.51,609.537,25.62,609.537,19.67,609.537,13.09,609.537,41.65,609.537,11.56,609.537,8.26,609.537,9.79,609.537,8.4,609.537,22.38,609.537,26.31,609.537,20.43,609.537,13.11,609.537,24.24,609.537,19.58,609.537,12.41,609.537,8.39,609.537,13.53,609.537,9.34,609.537,4.15,609.537,1.97,609.537,2.06,609.537,0.88
609.872,42.07,609.872,38.83,609.872,23.2,609.872,21.98,609.872,11.49,609.872,44.63,609.872,11.78,609.872,9.45,609.872,9.28,609.872,8.5,609.872,17.91,609.872,25.76,609.872,18.81,609.872,14.59,609.872,25.99,609.872,19.05,609.872,10.93,609.872,9.33,609.872,13.44,609.872,12.04,609.872,3.36,609.872,1.18,609.872,1.57,609.872,1.36
610.207,47.79,610.207,40.69,610.207,25.02,610.207,22.04,610.207,14.76,610.207,42.09,610.207,10.65,610.207,7.83,610.207,12.57,610.207,11.03,610.207,20.37,610.207,28.39,610.207,21.16,610.207,17.29,610.207,26.05,610.207,17.68,610.207,11.73,610.207,10.91,610.207,14.04,610.207,11.29,610.207,4.99,610.207,1.8,610.207,3.59,610.207,2.48
610.542,49.06,610.542,43.19,610.542,26.08,610.542,22.16,610.542,15.25,610.542,43.94,610.542,11.68,610.542,9.94,610.542,13.5,610.542,9.26,610.542,21.97,610.542,28.1,610.542,22.02,610.542,14.18,610.542,25.68,610.542,19.27,610.542,13.69,610.542,12.12,610.542,14.87,610.542,12.79,610.542,4.96,610.542,2.73,610.542,3.44,610.542,3.24
610.877,45.76,610.877,38.96,610.877,23.48,610.877,20.19,610.877,13.33,610.877,41.74,610.877,11.6,610.877,7.81,610.877,8.58,610.877,9.92,610.877,18.72,610.877,29.2,610.877,19.25,610.877,14.05,610.877,24.89,610.877,18.61,610.877,12.84,610.877,11.42,610.877,12.28,610.877,10.97,610.877,4.38,610.877,1.7,610.877,1.88,610.877,1.96
611.211,45.31,611.211,41.55,611.211,25.87,611.211,21.36,611.211,12.55,611.211,43.97,611.211,9.95,611.211,9.02,611.211,8.75,611.211,9.77,611.211,20.38,611.211,27.63,611.211,20.49,611.211,13.92,611.211,24.36,611.211,19.14,611.211,9.56,611.211,7.9,611.211,13.75,611.211,11.88,611.211,4.76,611.211,1.44,611.211,2.98,611.211,0.93
611.546,46.47,611.546,39.26,611.546,24.54,611.546,22.49,611.546,16.3,611.546,40.49,611.546,9.93,611.546,6.33,611.546,11.67,611.546,9.42,611.546,21.65,611.546,27.08,611.546,20.71,611.546,15.17,611.546,25.64,611.546,20.98,611.546,10.59,611.546,8.81,611.546,13.86,611.546,11.76,611.546,4.86,611.546,1.51,611.546,-0.05,611.546,1.56
611.88,44.33,611.88,40.69,611.88,22.89,611.88,20.52,611.88,12.65,611.88,41.06,611.88,8.81,611.88,7.09,611.88,9.95,611.88,10.28,611.88,20.94,611.88,25.16,611.88,17.38,611.88,14.32,611.88,25.09,611.88,20,611.88,9.47,611.88,8.57,611.88,11.74,611.88,12.11,611.88,6,611.88,1.02,611.88,0.72,611.88,0.36
612.215,48.63,612.215,41.78,612.215,24.9,612.215,24.04,612.215,16.12,612.215,42.35,612.215,11.43,612.215,11.68,612.215,11.42,612.215,12.04,612.215,21.38,612.215,29.03,612.215,20.24,612.215,15.41,612.215,27.44,612.215,20.97,612.215,13.23,612.215,12.53,612.215,16.59,612.215,12.35,612.215,4.82,612.215,3.3,612.215,5.07,612.215,5.94
612.549,44.04,612.549,37.05,612.549,23.84,612.549,24.04,612.549,15.62,612.549,41.35,612.549,11.88,612.549,10.05,612.549,12.75,612.549,10.12,612.549,20.24,612.549,26.92,612.549,20.29,612.549,16.79,612.549,26.69,612.549,21.33,612.549,12.43,612.549,12.68,612.549,15.31,612.549,12.94,612.549,5.29,612.549,3.21,612.549,3.67,612.549,4.9
612.884,45.95,612.884,43.35,612.884,23.2,612.884,21.51,612.884,15.04,612.884,40.06,612.884,11.17,612.884,9.41,612.884,10.32,612.884,9.48,612.884,21.82,612.884,27.02,612.884,19.97,612.884,14.17,612.884,25.61,612.884,17.68,612.884,10.67,612.884,8.8,612.884,12.04,612.884,13.93,612.884,4.39,612.884,1.76,612.884,3.24,612.884,2.43
613.218,42.82,613.218,39.39,613.218,24.18,613.218,21.81,613.218,12.2,613.218,41.9,613.218,12.19,613.218,7.97,613.218,9.05,613.218,8.09,613.218,18.27,613.218,28.22,613.218,19.16,613.218,13.18,613.218,26.03,613.218,18.42,613.218,10.85,613.218,10.15,613.218,14.07,613.218,13.05,613.218,4.84,613.218,2.05,613.218,2.41,613.218,0.42
613.552,46.01,613.552,43.55,613.552,25.23,613.552,20.36,613.552,13.87,613.552,41.54,613.552,9.7,613.552,8.53,613.552,10.65,613.552,8.6,613.552,21.2,613.552,25.48,613.552,20.91,613.552,12.7,613.552,25.75,613.552,19.71,613.552,10.44,613.552,11.27,613.552,11.67,613.552,10.46,613.552,5,613.552,2.31,613.552,2.91,613.552,1.06
613.887,46.25,613.887,40.89,613.887,23.9,613.887,22.01,613.887,13.37,613.887,42.57,613.887,12.06,613.887,8.74,613.887,9.66,613.887,8.59,613.887,21.26,613.887,28.16,613.887,20.91,613.887,16.67,613.887,24.75,613.887,19.27,613.887,12.17,613.887,11.69,613.887,14.97,613.887,11.85,613.887,4.79,613.887,1.96,613.887,1.53,613.887,3.26
614.221,43.23,614.221,41.57,614.221,23.39,614.221,19.39,614.221,12.17,614.221,42.44,614.221,11.49,614.221,8.31,614.221,7.5,614.221,7.39,614.221,19.48,614.221,28.32,614.221,20.3,614.221,15.34,614.221,25.05,614.221,17.21,614.221,12.27,614.221,9.15,614.221,13.02,614.221,11.62,614.221,4.45,614.221,2.46,614.221,2.55,614.221,1.35
614.555,48.77,614.555,44.24,614.555,23.89,614.555,21.73,614.555,13.65,614.555,43.19,614.555,11.79,614.555,10.61,614.555,10.16,614.555,10.51,614.555,20.56,614.555,26.39,614.555,20.72,614.555,15.29,614.555,27.25,614.555,20.43,614.555,11.45,614.555,10.55,614.555,13.04,614.555,10.83,614.555,4.95,614.555,2.75,614.555,1.68,614.555,3.09
614.889,44.51,614.889,39.95,614.889,24.66,614.889,22.35,614.889,12.99,614.889,41.69,614.889,10.01,614.889,8.95,614.889,9.53,614.889,10.39,614.889,20.33,614.889,29.31,614.889,19.87,614.889,15.41,614.889,24.72,614.889,18.38,614.889,12.06,614.889,9.75,614.889,12.21,614.889,10.94,614.889,5.81,614.889,2.72,614.889,2.86,614.889,1.23
615.223,45.77,615.223,39.83,615.223,23.51,615.223,21.36,615.223,16.29,615.223,46.37,615.223,12.7,615.223,9.14,615.223,11.34,615.223,10.44,615.223,18.66,615.223,30.52,615.223,19.43,615.223,16.53,615.223,27.48,615.223,18.09,615.223,11.52,615.223,9.76,615.223,15.64,615.223,15.68,615.223,8.87,615.223,4.45,615.223,5.6,615.223,4.5
615.557,46.9,615.557,42.76,615.557,24.21,615.557,21.31,615.557,12.86,615.557,44.48,615.557,9.56,615.557,8.27,615.557,11.1,615.557,9.49,615.557,20.95,615.557,27.92,615.557,19.15,615.557,13.4,615.557,25.14,615.557,20.42,615.557,10.89,615.557,10.75,615.557,14.15,615.557,13.27,615.557,5.1,615.557,1.88,615.557,4.79,615.557,0.89
615.891,44.69,615.891,41.34,615.891,24.25,615.891,21.51,615.891,14.31,615.891,44.11,615.891,11.12,615.891,6.5,615.891,11.34,615.891,10.66,615.891,22.85,615.891,29.55,615.891,20.4,615.891,16.38,615.891,24.2,615.891,22.16,615.891,12.2,615.891,11.5,615.891,15.3,615.891,10.63,615.891,5.71,615.891,4.06,615.891,3.92,615.891,2.81
616.225,45.59,616.225,44.48,616.225,26.56,616.225,19.47,616.225,15.22,616.225,41.87,616.225,12.4,616.225,8.45,616.225,13.17,616.225,10.99,616.225,20.41,616.225,27.64,616.225,22.03,616.225,16.93,616.225,25.33,616.225,20.62,616.225,12.51,616.225,12.6,616.225,13.11,616.225,14.22,616.225,7.67,616.225,2.95,616.225,5.62,616.225,3.23
616.559,43.44,616.559,41.24,616.559,23.77,616.559,20.05,616.559,14.98,616.559,45.62,616.559,10.46,616.559,8.76,616.559,11.03,616.559,10.51,616.559,23.1,616.559,26.97,616.559,21.13,616.559,16.57,616.559,24.3,616.559,21.47,616.559,11.79,616.559,11.48,616.559,15.87,616.559,12.39,616.559,5.99,616.559,3.33,616.559,4.69,616.559,4.77
616.893,45.99,616.893,40.77,616.893,25.23,616.893,22.04,616.893,13.33,616.893,43.46,616.893,11.73,616.893,11.13,616.893,9.79,616.893,10.58,616.893,21.68,616.893,29.67,616.893,22.52,616.893,15.16,616.893,27.16,616.893,22.35,616.893,12.3,616.893,10.68,616.893,15.61,616.893,14.18,616.893,6.1,616.893,4.74,616.893,5.67,616.893,1.9
617.227,48.32,617.227,40.5,617.227,25.81,617.227,20.2,617.227,14.17,617.227,43.6,617.227,13.26,617.227,9.43,617.227,12.3,617.227,10.17,617.227,22.7,617.227,30.37,617.227,20.85,617.227,16.15,617.227,26.88,617.227,19.95,617.227,13.15,617.227,11,617.227,15.03,617.227,13.28,617.227,6.53,617.227,4.34,617.227,4.82,617.227,4.34
617.56,43.44,617.56,37.61,617.56,22.01,617.56,20.23,617.56,12.77,617.56,42.58,617.56,10.94,617.56,7.79,617.56,6.96,617.56,8.32,617.56,19.88,617.56,27.02,617.56,20.95,617.56,12.22,617.56,24.74,617.56,19.24,617.56,7.88,617.56,8.99,617.56,12.33,617.56,10.51,617.56,5.93,617.56,1.39,617.56,3.63,617.56,3.49
617.894,46.16,617.894,41.55,617.894,24.67,617.894,21.12,617.894,16.04,617.894,44.92,617.894,13.31,617.894,8.25,617.894,11.15,617.894,9.53,617.894,20.23,617.894,27.58,617.894,20.17,617.894,14.96,617.894,26.36,617.894,19.01,617.894,13.08,617.894,9.35,617.894,15.89,617.894,11.53,617.894,4.55,617.894,3.45,617.894,2.9,617.894,3.27
618.227,44.43,618.227,42.79,618.227,22.08,618.227,21.07,618.227,13.45,618.227,42.21,618.227,10.62,618.227,8.54,618.227,10.33,618.227,8.39,618.227,18.23,618.227,25.97,618.227,21.6,618.227,15.69,618.227,24.36,618.227,18.83,618.227,9.51,618.227,9.77,618.227,13.09,618.227,12.68,618.227,6.23,618.227,1.8,618.227,4.04,618.227,2.9
618.561,41.94,618.561,39.21,618.561,22.92,618.561,20.97,618.561,13.31,618.561,46.99,618.561,9.2,618.561,5.53,618.561,7.95,618.561,9.48,618.561,19.37,618.561,26.69,618.561,18.66,618.561,15.44,618.561,25.74,618.561,19.18,618.561,9.37,618.561,8.18,618.561,12.69,618.561,12.61,618.561,6.42,618.561,2.38,618.561,3.17,618.561,1.38
618.895,43.76,618.895,40.86,618.895,23.66,618.895,22.85,618.895,14.02,618.895,43.82,618.895,11.88,618.895,8.04,618.895,10.97,618.895,10.29,618.895,20.88,618.895,27.88,618.895,21.32,618.895,16.28,618.895,26.8,618.895,20.58,618.895,11.32,618.895,12.53,618.895,15.66,618.895,14.3,618.895,6.2,618.895,3.73,618.895,6.11,618.895,4.62
619.228,45.67,619.228,38.75,619.228,21.91,619.228,18.97,619.228,13.25,619.228,43.47,619.228,11.36,619.228,7.14,619.228,10.08,619.228,8.09,619.228,19.84,619.228,26.84,619.228,19.88,619.228,15.64,619.228,23.41,619.228,20.43,619.228,9.71,619.228,11.61,619.228,13.05,619.228,10.99,619.228,5.44,619.228,1.96,619.228,2.21,619.228,4
619.561,45.22,619.561,40.04,619.561,23.97,619.561,22.72,619.561,13.89,619.561,44.5,619.561,13.49,619.561,10.1,619.561,10.39,619.561,12.41,619.561,22.42,619.561,26.67,619.561,22.08,619.561,16.43,619.561,26.72,619.561,20,619.561,13.38,619.561,10.1,619.561,15.25,619.561,12.55,619.561,6.69,619.561,3.33,619.561,4.31,619.561,5.01
619.895,46.81,619.895,43.35,619.895,24.65,619.895,23.65,619.895,15,619.895,42.73,619.895,11.72,619.895,9.89,619.895,11.05,619.895,11.16,619.895,21.18,619.895,27.94,619.895,20.63,619.895,17.42,619.895,26.34,619.895,22.15,619.895,10.9,619.895,11.97,619.895,16.33,619.895,13.42,619.895,8.1,619.895,4.56,619.895,4.91,619.895,4.01
620.228,47.37,620.228,43.43,620.228,23.36,620.228,20.33,620.228,10.54,620.228,45.13,620.228,10.36,620.228,8.5,620.228,8.9,620.228,10.68,620.228,19.81,620.228,29,620.228,20.7,620.228,13.79,620.228,23.36,620.228,19.41,620.228,11.25,620.228,9.56,620.228,13.35,620.228,12.72,620.228,6.22,620.228,1.76,620.228,4.41,620.228,3.54
620.561,46.18,620.561,41.52,620.561,23.23,620.561,20.37,620.561,14.96,620.561,44.7,620.561,9.42,620.561,10.65,620.561,9.19,620.561,10.45,620.561,21.28,620.561,29.77,620.561,20.18,620.561,14.76,620.561,25.27,620.561,19.3,620.561,10.79,620.561,10.27,620.561,12.35,620.561,11.85,620.561,6.99,620.561,4.19,620.561,5.21,620.561,3.42
620.895,46.57,620.895,41.1,620.895,23.91,620.895,20.3,620.895,15.96,620.895,44.54,620.895,12.41,620.895,9.12,620.895,11.8,620.895,10.66,620.895,20.34,620.895,29.27,620.895,20.01,620.895,13.91,620.895,26.53,620.895,20.98,620.895,13.07,620.895,12.66,620.895,13.8,620.895,11.07,620.895,5.64,620.895,4.17,620.895,7.63,620.895,4.44
621.228,47.06,621.228,38.58,621.228,25.42,621.228,21.48,621.228,15.83,621.228,45.55,621.228,12.34,621.228,9.96,621.228,10.14,621.228,10.31,621.228,19.1,621.228,28.75,621.228,20.84,621.228,14.62,621.228,27.73,621.228,20.38,621.228,12.68,621.228,11.42,621.228,16.35,621.228,14.49,621.228,4.86,621.228,6.15,621.228,4.32,621.228,2.38
621.561,45.86,621.561,42.22,621.561,22.22,621.561,20.28,621.561,13.88,621.561,44.09,621.561,9.48,621.561,8.85,621.561,9.03,621.561,8.37,621.561,20.05,621.561,27.45,621.561,19.44,621.561,14.78,621.561,26.06,621.561,17.95,621.561,10.53,621.561,9.35,621.561,13.3,621.561,10.71,621.561,4.75,621.561,3.21,621.561,3.35,621.561,4.25
